lat,long
51.787,110.133
51.786,110.114
51.646,108.753
51.807,110.228
51.753,109.477
51.751,109.459
51.69,108.769
51.769,109.436
51.619,107.703
51.617,107.687
51.822,108.975
51.82,108.957
51.819,108.94
51.817,108.922
51.89,108.646
52.271,112.018
52.288,111.941
52.286,111.917
52.275,111.775
52.273,111.752
52.297,111.914
52.305,111.864
52.349,112.276
52.316,111.862
52.32,111.766
52.347,112.269
52.321,111.782
52.319,111.759
52.417,112.282
52.429,112.279
52.44,112.277
52.433,112.176
52.431,112.152
52.386,111.603
52.379,111.511
52.377,111.488
52.123,108.836
52.452,112.274
52.405,111.694
52.436,112.272
52.429,112.172
52.378,111.505
52.45,112.295
52.448,112.27
52.144,108.843
52.142,108.825
52.391,111.386
52.249,109.681
52.247,109.662
52.413,111.381
52.426,111.401
52.424,111.378
52.04,107.544
52.471,111.818
52.571,112.825
52.569,112.798
52.549,112.376
52.53,112.127
52.566,112.819
52.546,112.37
52.53,112.145
52.528,112.12
52.397,110.156
52.395,110.136
52.363,109.801
52.361,109.783
52.378,109.739
52.293,108.905
52.581,111.91
52.579,111.886
52.388,109.735
52.686,113.157
52.59,111.903
52.117,106.97
52.116,106.955
52.366,109.121
52.364,109.102
52.746,110.231
52.814,110.624
53.015,113.042
53.027,113.04
53.025,113.012
53.024,112.247
53.022,112.221
53.035,112.245
52.976,110.771
52.974,110.749
53.134,112.51
56.116,111.925
60.428,96.509
60.433,96.256
60.43,96.237
-11.666,30.818
-11.708,30.963
-11.749,31.015
-11.809,31.093
-11.814,31.122
-11.766,31.034
-11.811,31.115
-13.361,40.453
-11.589,29.303
-12.129,31.694
-12.133,31.719
-13.207,38.034
-13.699,40.242
-12.646,33.238
-14.857,48.535
-14.847,48.525
-12.665,32.743
-12.861,33.883
-12.863,33.9
-12.868,32.693
-13.171,34.155
-13.938,38.18
-14.363,40.066
-14.611,39.551
-14.461,38.109
-14.715,39.634
-14.853,39.448
-15.844,46.842
-14.75,38.5
-15.845,46.836
-15.917,46.562
-13.17,28.75
-16.086,46.717
-16.088,46.71
-16.302,47.456
-16.305,47.486
-13.784,29.911
-13.792,29.902
-16.354,46.661
-16.35,45.072
-16.352,45.087
-15.255,36.561
-16.438,45.158
-16.441,45.179
-17.197,46.244
-17.2,46.269
-17.2,46.238
-17.203,46.263
-16.436,39.261
-16.437,39.27
-16.435,39.194
-15.421,32.628
-15.718,33.95
-16.228,36.427
-16.23,36.438
-17.461,44.464
-17.65,46.11
-16.072,34.137
-15.827,32.546
-15.828,32.539
-15.883,31.805
-17.704,44.059
-16.362,34.153
-16.364,34.146
-16.245,33.4
-16.327,33.319
-16.823,34.348
-16.644,32.765
-18.817,44.947
-17.291,34.101
-17.402,34.019
-18.204,36.682
-17.971,34.47
-17.982,34.468
-17.984,34.48
-17.414,30.818
-17.419,30.809
-17.751,32.028
-17.754,32.046
-18.089,33.934
-17.752,32.021
-17.756,32.04
-17.449,30.177
-19.671,44.947
-18.189,34.049
-18.442,35.465
-17.933,31.857
-18.571,35.195
-17.985,30.688
-17.978,30.683
-20.44,44.388
-19.315,34.851
-20.793,46.035
-20.883,44.056
-20.883,44.05
-21.24,44.705
-21.245,43.802
-21.247,43.822
-21.422,45.383
-20.091,34.702
-21.479,43.678
-21.489,43.657
-20.242,34.129
-20.241,34.135
-19.929,30.731
-19.925,30.726
-20.514,33.987
-22.343,46.676
-20.945,34.348
-22.255,43.438
-22.257,43.431
-22.259,43.45
-21.407,34.413
-21.409,34.424
-21.304,33.146
-21.306,33.16
-21.342,32.578
-21.748,34.799
-21.75,34.81
-21.544,32.934
-23.088,43.828
-23.09,43.849
-21.844,32.409
-21.981,32.406
-22.518,34.188
-22.546,34.231
-24.054,45.716
-22.714,34.94
-24.053,45.711
-22.929,35.35
-24.263,46.061
-22.954,33.36
-23.276,34.184
-23.278,34.196
-23.467,35.09
-23.579,34.525
-23.581,34.536
-25.008,45.474
-25.011,45.504
-25.01,45.497
-23.457,32.834
-23.089,28.034
-23.087,28.028
-24.741,30.196
-24.402,27.749
-24.408,27.777
-24.939,30.348
-24.401,27.742
-24.407,27.771
-24.945,30.36
-24.949,30.379
-24.503,27.715
-24.481,27.532
-24.472,27.563
-24.503,27.709
-24.486,27.558
-25.563,30.001
-25.567,30.02
-25.579,30.017
-25.748,30.224
-25.751,30.243
-25.74,30.22
-25.756,30.236
-25.767,28.869
-26.36,32.082
-26.354,32.077
-26.356,32.09
-25.763,28.864
-25.767,28.886
-25.798,28.903
-25.803,28.926
-25.811,28.9
-25.816,28.923
-25.829,28.92
-25.833,28.942
-25.855,28.983
-25.859,29.006
-25.859,28.864
-25.856,29.001
-25.854,28.859
-26.685,32.422
-26.48,30.873
-26.649,28.385
-26.656,28.377
-27.353,31.788
-27.356,31.802
-26.936,28.827
-26.934,28.822
-28.089,32.285
-28.091,32.298
-28.263,32.221
-27.992,30.533
-28.178,29.621
-28.465,28.716
-28.473,28.692
-28.477,28.713
-28.868,30.761
-28.87,30.775
-29.227,29.83
-29.23,29.847
-29.856,29.908
-30.281,30.443
-30.545,29.381
-31.117,28.04
-31.122,28
-30.991,25.133
-31.005,25.129
-31.012,25.16
-31.003,25.124
-31.01,25.155
-32.738,28.237
-32.75,28.233
17.955,80.868
20.361,85.349
21.755,91.844
20.866,84.995
20.958,85.178
21.918,83.343
23.722,86.445
28.651,80.006
28.767,79.852
28.765,79.848
19.3,-92.158
19.295,-92.165
18.202,-94.004
53.293,40.484
53.427,39.213
53.424,39.205
52.481,40.389
52.507,40.055
52.502,40.078
52.552,39.636
52.551,39.585
53.085,36.01
51.772,41.715
52.758,34.16
51.438,40.195
51.433,40.22
52.794,32.711
49.979,45.461
49.965,45.506
52.392,33.299
52.678,30.703
51.917,34.018
51.914,34.033
51.143,37.93
51.431,36.46
51.743,34.589
52.75,26.691
51.795,33.681
51.457,35.217
51.398,34.018
51.126,35.521
51.123,35.538
51.389,34.014
51.089,35.086
51.086,35.102
51.272,33.999
51.263,33.995
50.887,33.824
50.884,33.839
50.878,33.82
50.875,33.835
50.862,32.631
50.572,34.237
50.511,33.992
50.032,34.236
50.521,31.234
50.407,31.909
49.723,34.941
50.125,32.276
50.122,32.29
49.627,34.946
49.928,33.229
49.866,33.323
49.863,33.337
49.468,35.391
49.465,35.408
49.807,32.329
49.805,32.343
49.781,32.267
50,30.418
50.123,29.41
49.894,30.634
49.885,30.631
49.875,30.699
49.615,32.361
48.09,39.856
49.445,33.044
49.039,35.005
49.039,35
49.784,29.587
49.782,29.6
49.454,31.68
49.592,30.667
49.474,30.457
49.389,31.025
49.387,31.039
49.441,30.559
49.643,29.065
49.641,29.079
49.618,28.978
49.252,31.428
49.334,30.772
49.659,26.942
48.709,33.33
49.2,29.985
49.198,29.999
49.22,29.652
49.183,29.909
49.201,29.717
49.174,29.906
49.106,30.307
49.104,30.321
48.885,31.737
48.883,31.75
49.098,30.304
49.096,30.318
49.133,29.929
49.132,29.943
49.188,29.008
48.844,31.179
48.842,31.192
48.485,33.285
48.188,34.899
48.447,33.444
49.034,29.523
48.628,32.001
48.626,31.317
47.435,37.586
48.862,29.625
48.86,29.638
49.365,25.447
48.842,29.632
48.704,30.324
48.702,30.337
48.544,31.367
49.251,25.858
48.751,29.751
48.723,29.882
48.904,28.362
48.895,28.359
49.082,26.808
49.08,26.824
48.665,29.773
48.562,30.465
48.56,30.478
48.606,30.047
48.604,30.06
48.565,30.326
48.556,30.323
48.554,30.336
48.545,30.333
48.377,31.301
48.59,29.84
48.588,29.854
48.692,28.917
48.669,28.953
48.556,29.564
48.554,29.577
48.48,29.77
48.47,29.711
48.468,29.724
47.862,33.447
47.86,33.462
48.382,30.183
48.373,29.993
48.371,30.007
48.26,30.498
48.481,28.84
48.083,31.505
48.081,31.519
48.472,28.838
48.306,29.882
48.163,30.765
48.161,30.778
48.142,30.479
48.178,30.056
48.114,30.478
48.157,30.007
48.084,29.936
47.922,29.328
47.921,29.341
47.568,31.4
47.795,29.117
47.646,29.572
47.487,30.021
47.485,30.034
47.433,29.888
45.593,38.318
48.02,22.95
45.605,38.205
45.595,38.312
45.607,38.199
45.106,38.236
44.39,41.051
45.109,38.231
44.394,41.048
44.227,41.42
44.216,41.461
44.219,41.408
44.208,41.45
46.935,24.918
46.938,21.762
46.944,21.757
46.198,20.948
46.186,20.947
46.195,20.941
46.193,20.966
46.07,21.069
45.774,20.57
45.772,20.563
45.711,20.711
45.694,20.938
45.701,20.684
45.699,20.71
45.521,20.672
45.49,20.018
45.485,19.906
45.252,20.816
45.226,20.292
45.048,21.114
45.047,20.97
44.644,24.598
44.92,21.276
44.918,21.299
44.84,20.829
44.836,20.823
44.798,20.841
44.782,20.888
44.39,23.943
44.691,20.207
44.689,20.233
44.254,24.363
43.743,27.701
43.74,27.259
43.738,27.271
43.561,27.482
44.004,21.41
43.62,24.119
43.462,24.174
43.46,24.189
43.391,24.076
43.122,24.994
42.71,24.174
41.022,28.557
40.987,27.075
40.934,26.8
40.301,27.464
-17.842,16.716
-18.464,22.007
-18.462,22.002
-19.063,20.367
-19.114,18.005
-19.116,18.02
12.337,26.034
12.334,26.028
11.094,21.286
10.499,19.352
8.693,26.748
7.761,28.093
7.767,28.089
5.576,25.597
5.314,25.916
5.016,24.571
1.468,18.428
37.061,22.029
37.06,22.043
30.682,31.715
30.533,26.084
-1.218,21.992
-9.601,22.358
-9.666,22.65
-9.672,22.644
-10.762,21.042
-10.838,21.24
-10.338,13.882
-12.223,22.744
-11.316,14.321
-11.318,14.33
-11.811,17.484
-12.594,20.8
-13.519,23.472
-13.522,23.504
-12.48,15.47
-13.529,23.464
-13.594,23.618
-13.587,23.613
-13.56,23.207
-13.772,23.356
-13.739,22.247
-12.742,13.757
-13.683,20.231
-13.758,20.091
-13.76,20.108
-13.773,20.213
-14.243,23.531
-14.315,23.457
-14.145,21.582
-14.118,21.248
-14.168,20.693
-14.171,20.713
-14.168,20.687
-14.17,20.707
-14.347,20.986
-14.843,23.63
-14.847,23.664
-14.855,23.658
-14.711,21.645
-14.713,21.668
-14.716,21.692
-14.73,21.69
-14.733,21.714
-14.722,21.685
-14.724,21.709
-14.738,21.707
-14.732,20.622
-15.217,24.413
-14.581,18.011
-14.613,17.853
-14.896,19.609
-14.684,17.774
-14.713,17.833
-14.714,17.846
-14.803,18.514
-14.805,18.528
-14.807,18.522
-15.308,22.954
-14.628,17.051
-15.01,19.796
-15.012,19.813
-14.909,18.709
-15.085,19.472
-14.885,17.836
-15.085,19.111
-15.014,17.819
-15.022,17.805
-15.495,21.014
-15.497,21.035
-15.6,22.281
-15.506,21.029
-15.774,22.909
-15.67,21.813
-15.785,22.901
-15.714,21.014
-15.385,17.939
-15.374,17.695
-15.376,17.708
-15.664,19.531
-15.659,19.526
-15.824,20.989
-15.892,21.232
-15.858,19.722
-15.863,19.716
-15.858,19.37
-15.621,16.709
-15.653,16.727
-15.654,16.738
-15.663,16.726
-15.805,17.78
-15.802,16.016
-15.693,14.79
-16.762,21.886
-16.176,17.052
-16.175,17.046
-16.185,17.044
-16.764,21.879
-16.241,17.242
-16.408,18.108
-16.641,19.827
-16.594,19.029
-16.465,17.721
-16.467,17.734
-16.473,17.615
-16.475,17.627
-16.745,19.515
-16.757,19.514
-17.231,23.579
-16.749,19.509
-16.751,19.527
-17.237,23.573
-17.397,23.776
-16.67,17.396
-16.6,16.797
-16.601,16.808
-17.35,22.993
-16.601,16.803
-16.603,16.814
-16.611,16.801
-17.343,22.988
-17.347,23.021
-16.745,17.431
-16.875,17.898
-17.048,19.312
-17.057,18.819
-17.069,18.818
-17.268,20.084
-16.879,16.905
-17.378,20.914
-17.268,20.077
-17.27,20.097
-17.371,20.908
-17.319,20.071
-17.427,21.043
-17.423,20.879
-17.125,17.992
-17.126,18.006
-17.13,18.034
-17.122,18.029
-17.129,17.999
-17.526,19.954
-17.526,19.948
-17.528,19.968
53.523,42.604
53.521,42.597
39.277,56.296
39.389,53.182
41.734,67.947
43.746,61.171
44.838,64.635
44.893,65.001
44.887,64.997
44.928,65.22
44.927,65.197
44.858,64.227
44.965,65.076
44.974,65.09
44.941,64.393
44.987,64.26
44.989,63.909
44.988,63.889
45.053,64.517
45.087,64.796
45.086,64.774
45.433,64.451
45.467,64.445
45.465,64.424
45.466,64.438
45.784,61.469
46.095,53.293
46.105,53.289
47.252,52.488
47.249,52.472
48.229,57.353
48.227,57.34
50.343,57.131
51.214,58.349
49.96,45.46
52.16,57.629
51.565,52.759
51.563,52.745
51.578,52.731
52.022,55.053
51.086,47.211
51.476,48.476
52.842,48.034
52.838,48.014
52.852,48.028
52.848,48.008
52.496,40.06
52.493,40.058
26.627,51.947
26.631,51.939
37.691,59.42
37.724,55.817
34.088,-110.056
27.101,35.993
30.68,47.335
31.023,47.288
31.02,47.28
31.652,47.514
31.645,47.51
35.436,43.446
35.671,44.433
35.666,44.426
35.677,43.859
35.717,44.03
35.77,44.435
35.783,44.433
35.781,44.407
35.977,43.755
35.979,43.773
36.111,42.44
36.116,42.434
35.908,39.859
36.136,40.088
36.016,38.578
35.865,37.092
36.122,38.463
36.717,40.956
36.715,40.939
36.664,40.451
36.662,40.435
36.658,40.446
36.656,40.431
36.718,40.95
36.521,38.569
36.81,40.512
36.69,39.397
36.688,39.383
36.893,40.657
37.023,40.14
37.403,38.62
37.688,40.406
37.737,40.67
37.735,40.653
37.447,36.475
37.446,36.464
37.46,32.609
37.458,32.597
38.249,37.117
38.318,37.023
40.293,41.422
40.305,41.422
40.301,41.415
40.215,28.222
40.794,26.307
40.879,26.274
40.88,26.269
43.332,44.476
43.364,43.74
43.84,43.166
43.85,43.189
43.848,43.157
42.154,25.381
42.171,24.978
44.612,41.097
44.616,41.089
44.677,41.08
44.781,41.11
44.779,41.085
44.785,41.102
42.709,24.602
45.067,40.029
42.706,24.596
44.935,38.164
44.985,38.243
45.057,38.607
45.051,38.552
45.028,38.301
45.057,38.496
45.055,38.478
45.068,38.384
45.066,38.366
43.143,25.825
45.128,38.669
45.087,38.146
45.131,38.661
45.084,38.157
45.155,38.563
45.148,38.49
43.553,27.573
45.166,38.561
45.159,38.488
45.157,38.47
45.149,38.27
45.147,38.253
43.56,27.493
43.556,27.475
43.051,24.976
43.051,24.971
45.173,38.028
45.245,38.337
45.243,38.319
43.74,27.878
45.299,38.505
45.252,37.693
45.305,38.013
45.352,37.892
45.35,37.875
45.417,38.346
45.428,38.126
45.507,37.996
45.497,37.891
45.56,38.16
45.588,38.228
45.586,38.21
45.422,36.353
45.433,36.365
45.432,36.35
43.455,24.184
43.449,24.157
43.96,26.446
43.451,24.181
43.445,24.154
43.464,24.176
43.798,25.529
43.546,24.169
43.922,25.817
43.558,24.164
43.552,24.136
43.917,25.812
43.555,24.158
43.549,24.131
44.031,26.114
44.027,26.093
44.712,26.961
44.718,26.972
44.714,26.954
44.781,26.947
44.777,26.928
44.255,24.361
44.254,24.357
44.61,25.568
46.122,33.364
46.158,33.08
44.589,23.271
46.944,37.186
46.942,37.169
46.036,29.945
47.783,43.7
47.124,35.381
46.868,32.672
46.866,32.66
44.645,21.033
47.96,43.326
47.963,43.317
46.971,32.292
47.677,38.193
47.676,38.173
44.792,20.859
47.853,38.916
47.125,32.468
44.801,20.768
44.816,20.76
44.858,20.988
44.798,20.761
44.823,20.792
44.813,20.754
44.904,20.793
44.894,20.754
44.902,20.79
48.21,42.012
45.079,21.159
44.993,20.829
46.707,28.511
45.088,21.187
44.895,19.67
47.874,35.187
48.541,41.885
48.535,41.881
45.062,19.765
47.489,31.101
47.414,30.38
47.412,30.366
47.87,33.383
47.315,29.606
45.454,20.806
45.444,20.769
45.347,19.976
45.336,19.935
48.187,34.896
47.466,29.722
45.342,19.971
48.467,37.243
45.437,20.011
47.549,29.714
45.672,20.719
45.662,20.682
48.451,36.263
45.671,20.715
45.661,20.679
45.764,20.953
47.732,30.391
48.26,33.257
47.823,30.032
47.727,29.394
48.155,31.96
47.706,29.04
47.593,28.395
48.283,32.682
48.282,32.669
48.114,31.49
48.112,31.477
45.674,19.629
48.162,31.62
48.16,31.606
48.171,31.617
48.169,31.603
45.669,19.624
48.465,33.715
48.541,34.253
47.931,29.943
47.929,29.929
47.794,29.121
47.792,29.107
46.221,21.61
46.113,21.181
46.104,21.147
47.94,29.94
47.938,29.926
47.949,29.937
47.893,29.593
48.507,33.746
47.906,29.617
48.516,33.744
48.568,34.032
48.566,34.018
48.483,33.286
48.482,33.273
48.496,33.311
48.413,32.686
48.411,32.672
48.343,32.178
48.507,33.322
48.505,33.309
47.915,29.342
47.913,29.328
47.901,29.257
48.235,31.299
48.233,31.286
47.91,29.254
48.243,31.296
48.165,30.779
48.163,30.765
48.043,29.883
47.932,29.215
48.448,32.535
47.941,29.211
48.803,35.082
48.801,35.066
48.196,30.437
48.194,30.423
49.521,43.972
49.519,43.929
48.876,35.207
48.174,30.059
48.276,30.649
48.274,30.635
48.185,30.069
48.183,30.056
48.181,30.042
49.518,43.968
49.516,43.925
48.903,35.26
48.212,30.069
48.516,32.027
48.71,33.322
48.185,29.731
48.492,31.659
48.49,31.646
48.194,29.727
48.933,34.994
48.737,33.386
48.646,32.7
48.491,31.59
48.265,30.107
48.263,30.093
46.471,21.277
48.513,31.68
48.358,30.643
48.579,31.944
48.477,31.24
48.588,31.941
48.396,30.524
48.53,31.347
48.528,31.334
48.39,30.427
48.64,31.98
48.502,31.035
48.5,31.022
49.034,34.993
48.809,33.156
48.807,33.142
48.714,32.446
48.712,32.433
48.511,31.032
48.405,30.279
48.825,33.145
48.545,31.141
48.368,30
48.848,33.254
48.846,33.24
48.834,33.143
49.331,37.639
49.33,37.619
48.857,33.251
48.855,33.237
48.486,30.628
48.484,30.614
48.225,29.018
48.175,28.73
49.208,35.927
48.92,33.45
48.459,30.211
48.456,30.198
48.268,29.047
49.348,37.23
48.943,33.56
48.888,33.126
48.601,31.08
49.035,34.222
48.628,31.197
48.626,31.183
48.61,31.077
48.927,33.288
48.716,31.74
48.639,31.207
48.637,31.194
48.635,31.18
48.458,29.916
49.274,36.062
48.972,33.428
48.431,29.693
48.63,30.895
48.628,30.882
48.639,30.892
48.637,30.878
48.55,30.315
48.548,30.301
48.559,30.311
48.556,30.298
48.476,29.794
48.474,29.78
48.447,29.496
48.445,29.483
48.72,31.187
48.718,31.173
48.523,29.849
48.66,30.668
48.669,30.664
48.397,28.986
48.598,30.091
48.602,30.061
48.6,30.047
48.868,31.762
49.202,34.163
48.883,31.742
48.563,29.58
48.561,29.567
48.87,31.522
48.627,29.922
48.702,30.333
48.637,29.926
48.59,29.637
48.666,29.93
49.34,34.711
49.27,34.121
49.177,33.37
49.176,33.355
48.659,29.772
48.671,29.782
48.668,29.769
49.375,34.765
48.499,28.631
49.467,35.392
49.477,35.39
49.676,36.955
49.686,36.953
49.525,35.377
49.865,38.873
48.663,28.954
48.885,30.255
48.883,30.241
49.316,33.154
49.314,33.14
48.693,28.958
48.69,28.944
49.323,33.138
48.695,28.912
48.692,28.897
48.843,29.633
48.762,29.143
48.858,29.612
49.641,35.217
48.861,29.354
49.668,35.193
49.019,30.042
49.246,31.42
49.722,34.939
49.68,34.481
48.88,28.842
49.69,34.479
49.618,33.875
49.616,33.86
49.613,33.754
49.611,33.739
49.203,30.628
49.03,29.52
49.802,34.929
49.134,29.944
49.132,29.93
49.831,34.921
48.901,28.362
48.898,28.348
49.165,29.903
47.743,22.577
49.974,36.066
49.972,36.048
49.189,29.996
49.174,29.9
48.957,28.575
49.45,31.686
49.448,31.673
49.196,29.979
49.194,29.965
49.185,29.91
47.744,22.57
49.155,29.608
49.153,29.594
49.385,31.035
49.383,31.021
49.141,29.347
49.769,33.453
50.252,37.529
50.25,37.508
49.946,34.405
48.742,26.513
49.856,33.573
49.855,33.559
49.942,34.121
49.452,30.492
49.45,30.479
49.861,33.323
49.481,30.561
49.479,30.547
50.047,34.828
50.019,34.572
49.885,33.437
49.883,33.422
49.823,32.947
49.488,30.544
49.345,29.627
50.548,40.257
47.984,22.432
47.978,22.405
49.798,32.326
49.925,33.229
49.807,32.323
49.805,32.237
48.796,25.984
49.805,31.771
48.897,26.283
48.894,26.265
49.738,31.236
49.736,31.222
50.284,35.443
50.282,35.426
50.285,35.436
49.983,32.678
49.678,30.506
50.9,43.501
49.995,32.557
49.993,32.543
48.923,25.978
50.961,45.064
50.012,32.478
50.951,45.061
50.052,32.504
50.051,32.431
50.049,32.417
49.736,30.22
50.431,35.482
50.208,33.52
50.812,39.436
50.936,41.149
50.287,33.855
49.513,28.486
49.511,28.471
48.303,22.396
50.294,33.862
50.292,33.846
50.819,39.454
50.817,39.427
49.613,28.977
50.946,41.139
50.145,32.438
50.143,32.423
50.125,32.283
50.123,32.269
50.154,32.435
49.261,26.815
49.258,26.798
49.211,26.549
49.208,26.532
49.251,26.098
50.513,33.992
50.511,33.977
49.137,25.316
49.632,27.764
50.624,34.165
50.458,32.363
50.589,33.173
50.587,33.159
49.66,26.931
51.24,38.691
50.714,32.991
49.885,27.49
50.206,29.233
51.432,40.208
50.651,32.073
50.649,32.058
49.841,26.891
49.838,26.874
51.071,35.091
51.072,35.104
51.082,35.101
50.441,29.775
51.18,34.132
51.261,34.413
51.259,34.396
50.377,28.013
50.375,27.998
50.384,27.994
51.258,34.003
51.256,33.987
51.704,38.676
51.357,34.813
51.355,34.795
51.558,35.577
51.556,35.558
51.566,35.556
51.799,37.997
51.8,38.014
51.798,37.99
51.35,33.217
52.023,40.653
52.112,40.903
51.304,31.489
51.302,31.475
51.24,30.962
51.757,35.039
51.793,33.691
50.379,24.47
52.483,40.393
52.481,40.361
52.305,37.662
52.482,40.385
52.306,37.679
52.503,40.061
52.501,40.03
51.888,32.708
51.886,32.693
52.548,39.563
52.549,39.558
52.745,40.465
52.743,40.432
52.371,35.384
52.753,40.427
52.762,34.154
53.079,35.995
53.076,36.01
53.074,35.989
52.625,30.18
53.247,33.918
52.847,29.983
53.419,31.396
54.607,31.202
7.309,38.083
10.757,33.957
11.18,34.864
11.211,34.668
12.122,35.795
12.014,34.678
15.974,39.945
16.324,39.816
18.832,38.162
51.175,3.814
51.166,3.811
45.531,20
45.532,19.995
45.336,19.996
41.499,0.535
37.582,13.887
37.576,13.88
36.875,6.951
36.874,6.944
36.871,6.961
36.663,3.798
36.661,3.811
36.438,1.171
36.436,1.182
29.601,1.783
15.459,1.454
15.999,-3.072
15.705,-2.839
15.7,-2.868
15.696,-2.84
15.691,-2.87
16.087,-6.396
16.066,-6.417
15.376,-5.689
15.09,-6.667
14.628,-8.412
14.618,-8.413
13.737,-7.977
13.169,-7.919
12.906,-6.896
12.56,-8.706
12.558,-8.693
12.544,-8.865
12.208,-9.867
11.81,-10.174
11.813,-10.164
11.733,-10.293
11.739,-10.298
11.134,-9.012
10.57,-11.961
9.272,-2.992
6.114,-0.269
5.413,-4.032
5.412,-4.022
5.41,-4.012
5.392,-4.086
56.638,161.315
-25.292,44.772
-25.228,44.936
-25.111,45.278
-25.11,45.273
-24.676,45.993
-24.665,45.768
-24.777,44.384
-24.723,44.563
-24.724,44.546
-24.725,44.556
-24.683,44.296
-24.3,45.763
-24.302,45.75
-24.215,44.311
-24.217,44.294
-24.049,45.717
-24.05,45.703
-24.053,45.711
-24.218,44.304
-23.897,46.722
-23.899,46.71
-23.652,47.553
-23.653,47.543
-23.685,46.641
-23.741,45.087
-23.448,44.97
-23.271,46.371
-23.298,45.65
-23.431,44.205
-23.236,45.815
-23.207,43.867
-23.157,43.896
-23.155,43.836
-23.13,43.955
-23.103,43.986
-23.105,43.969
-23.078,44.001
-23.079,43.984
-23.081,43.967
-23.066,43.999
-23.068,43.982
-23.07,43.995
-23.072,43.978
-23.059,43.993
-23.027,43.956
-22.932,44.701
-23.019,43.816
-23.022,43.672
-22.59,46.767
-22.545,47.042
-22.642,45.87
-22.768,44.833
-22.46,47.001
-22.87,43.513
-22.872,43.495
-22.481,46.578
-22.822,43.772
-22.427,46.687
-22.429,46.675
-22.338,46.435
-22.297,46.683
-22.3,46.662
-22.622,43.821
-22.17,46.551
-22.209,46.166
-22.399,44.578
-22.132,46.694
-22.246,45.7
-22.143,46.371
-22.149,45.562
-22.141,45.569
-22.186,44.657
-22.266,43.431
-22.06,44.643
-21.827,46.134
-21.819,46.121
-21.809,46.119
-21.775,46.215
-21.672,46.462
-21.976,43.591
-21.818,44.081
-21.489,46.633
-21.699,44.613
-21.677,43.603
-21.679,43.586
-21.458,44.642
-21.288,45.888
-21.207,46.201
-21.255,43.81
-21.258,43.805
-21.247,43.804
-20.989,44.062
-20.562,46.936
-20.898,44.058
-20.442,44.551
-20.446,44.403
-20.448,44.388
-20.435,44.401
-20.437,44.387
-20.439,44.373
-20.346,44.469
-20.281,44.559
-20.267,44.585
-20.102,45.374
-20.198,44.4
-19.942,46.402
-20.069,44.499
-19.671,44.934
-19.514,44.636
-19.516,44.622
-18.94,45.949
-19.098,44.349
-18.781,45.914
-18.826,44.931
-18.633,44.841
-18.456,45.04
-18.34,45.549
-18.254,45.812
-18.162,45.737
-18.043,45.399
-17.544,48.364
-17.543,47.193
-17.478,47.207
-17.674,44.64
-17.4,46.637
-17.284,47.077
-16.981,46.947
-16.985,46.641
-16.904,47.036
-16.937,46.727
-16.918,46.734
-16.719,46.572
-16.72,46.562
-16.709,46.571
-16.711,46.561
-16.677,46.55
-16.86,44.714
-16.395,47.778
-16.656,45.811
-16.295,48.342
-16.286,48.341
-16.568,46.327
-16.335,47.94
-16.339,47.069
-16.406,46.581
-16.408,46.571
-16.399,46.57
-16.303,47.189
-16.08,48.68
-16.294,47.188
-16.296,47.178
-16.35,46.652
-16.351,46.642
-16.353,46.632
-16.145,47.854
-16.102,47.962
-16.025,48.435
-16.027,48.416
-16.078,47.939
-16.08,47.93
-16.127,47.595
-16.253,46.69
-16.255,46.681
-16.019,47.961
-16.043,47.794
-16.044,47.785
-16.056,47.701
-16.058,47.692
-16.059,47.683
-16.188,46.762
-16.19,46.753
-16.049,47.691
-15.969,48.181
-15.97,48.172
-16.03,47.754
-16.032,47.745
-16.376,45.155
-16.276,45.763
-16.278,45.753
-16.3,45.585
-15.981,47.841
-16.118,46.869
-16.355,45.083
-16.356,45.072
-16.354,45.078
-15.796,48.676
-15.797,48.666
-15.914,46.556
-16.063,45.447
-16.064,45.436
-15.774,47.365
-15.847,46.839
-15.848,46.83
-15.67,47.702
-15.671,47.693
-15.673,47.684
-15.951,45.67
-15.661,47.701
-15.662,47.691
-15.674,47.289
-15.691,46.842
-15.692,46.832
-15.494,47.899
-15.676,46.482
-15.629,46.416
-15.404,46.982
-15.405,46.972
-15.395,46.98
-15.396,46.971
-15.297,47.544
-15.298,47.535
-15.216,47.857
-15.217,47.848
-15.218,47.838
-15.207,47.855
-15.208,47.846
-15.209,47.837
-15.199,47.845
-15.2,47.836
-14.637,50.176
-14.872,48.572
-14.873,48.563
-14.827,48.5
-14.828,48.491
-14.779,47.372
-14.78,47.362
-14.567,48.393
-15.126,40.003
-13.89,47.991
-13.892,47.972
-13.894,47.963
-13.895,47.954
-13.885,47.962
-13.886,47.952
-13.89,47.925
-13.874,47.969
-13.864,47.977
-13.495,49.348
-13.486,48.981
-13.392,49.124
-13.242,49.249
-13.233,49.247
-13.037,49.131
-13.039,49.121
-13.028,49.13
-13.029,49.12
-13.024,49.123
-13.025,49.113
-12.902,49.252
-12.904,49.242
-12.894,49.241
-12.827,49.018
-12.828,49.008
-12.399,49.09
-11.362,39.517
-11.362,39.401
-11.365,39.376
-10.083,39.743
-10.085,39.722
-10.064,39.782
-10.087,39.739
-10.089,39.718
-10.055,39.776
-9.915,39.33
-9.839,39.426
-9.782,39.552
-9.769,39.55
-9.729,39.546
-9.731,39.525
-9.737,39.521
